provider,principal_ref,email,last_activity
gcp,serviceAccount:svc-vm-agent-020@gov-gcp-prod.iam.gserviceaccount.com,svc-vm-agent-020@service.gov.ae,2026-07-26
aws,arn:aws:iam::111122223333:role/svc-ci-021,svc-ci-021@service.gov.ae,2026-08-15
azure,svc-ci-021@service.gov.ae,svc-ci-021@service.gov.ae,2026-08-15
gcp,serviceAccount:svc-ci-021@gov-gcp-prod.iam.gserviceaccount.com,svc-ci-021@service.gov.ae,2026-08-15
aws,arn:aws:iam::111122223333:role/svc-monitoring-022,svc-monitoring-022@service.gov.ae,2026-07-16
azure,svc-monitoring-022@service.gov.ae,svc-monitoring-022@service.gov.ae,2026-07-16
gcp,serviceAccount:svc-monitoring-022@gov-gcp-prod.iam.gserviceaccount.com,svc-monitoring-022@service.gov.ae,2026-07-16
aws,arn:aws:iam::111122223333:role/svc-backup-023,svc-backup-023@service.gov.ae,2026-08-15
azure,svc-backup-023@service.gov.ae,svc-backup-023@service.gov.ae,2026-08-15
aws,arn:aws:iam::111122223333:role/svc-backup-024,svc-backup-024@service.gov.ae,2025-07-07
gcp,serviceAccount:svc-backup-024@gov-gcp-prod.iam.gserviceaccount.com,svc-backup-024@service.gov.ae,2025-07-07
aws,arn:aws:iam::111122223333:role/svc-scanner-025,svc-scanner-025@service.gov.ae,2026-07-21
gcp,serviceAccount:svc-scanner-025@gov-gcp-prod.iam.gserviceaccount.com,svc-scanner-025@service.gov.ae,2026-07-21
aws,arn:aws:iam::111122223333:role/svc-reporting-026,svc-reporting-026@service.gov.ae,2026-02-20
gcp,serviceAccount:svc-reporting-026@gov-gcp-prod.iam.gserviceaccount.com,svc-reporting-026@service.gov.ae,2026-02-20
aws,arn:aws:iam::111122223333:role/svc-reporting-027,svc-reporting-027@service.gov.ae,2026-07-31
azure,svc-monitoring-028@service.gov.ae,svc-monitoring-028@service.gov.ae,2026-07-06
gcp,serviceAccount:svc-monitoring-028@gov-gcp-prod.iam.gserviceaccount.com,svc-monitoring-028@service.gov.ae,2026-07-06
aws,arn:aws:iam::111122223333:role/svc-scanner-029,svc-scanner-029@service.gov.ae,2026-07-12
azure,svc-scanner-029@service.gov.ae,svc-scanner-029@service.gov.ae,2026-07-12
gcp,serviceAccount:svc-scanner-029@gov-gcp-prod.iam.gserviceaccount.com,svc-scanner-029@service.gov.ae,2026-07-12
gcp,serviceAccount:svc-ci-030@gov-gcp-prod.iam.gserviceaccount.com,svc-ci-030@service.gov.ae,2026-07-21
aws,arn:aws:iam::111122223333:role/svc-monitoring-031,svc-monitoring-031@service.gov.ae,2026-08-19
aws,arn:aws:iam::111122223333:role/svc-etl-032,svc-etl-032@service.gov.ae,2026-06-30
azure,svc-etl-032@service.gov.ae,svc-etl-032@service.gov.ae,2026-06-30
gcp,serviceAccount:svc-etl-032@gov-gcp-prod.iam.gserviceaccount.com,svc-etl-032@service.gov.ae,2026-06-30
aws,arn:aws:iam::111122223333:role/svc-vm-agent-033,svc-vm-agent-033@service.gov.ae,2025-12-24
azure,svc-vm-agent-033@service.gov.ae,svc-vm-agent-033@service.gov.ae,2025-12-24
aws,arn:aws:iam::111122223333:role/svc-backup-034,svc-backup-034@service.gov.ae,2025-06-02
azure,svc-backup-034@service.gov.ae,svc-backup-034@service.gov.ae,2025-06-02
gcp,serviceAccount:svc-monitoring-035@gov-gcp-prod.iam.gserviceaccount.com,svc-monitoring-035@service.gov.ae,2026-07-14
aws,arn:aws:iam::111122223333:role/svc-etl-036,svc-etl-036@service.gov.ae,2026-03-22
azure,svc-etl-036@service.gov.ae,svc-etl-036@service.gov.ae,2026-03-22
gcp,serviceAccount:svc-etl-036@gov-gcp-prod.iam.gserviceaccount.com,svc-etl-036@service.gov.ae,2026-03-22
aws,arn:aws:iam::111122223333:role/svc-backup-037,svc-backup-037@service.gov.ae,2025-12-15
gcp,serviceAccount:svc-backup-037@gov-gcp-prod.iam.gserviceaccount.com,svc-backup-037@service.gov.ae,2025-12-15
aws,arn:aws:iam::111122223333:role/svc-backup-038,svc-backup-038@service.gov.ae,2025-11-20
azure,svc-backup-038@service.gov.ae,svc-backup-038@service.gov.ae,2025-11-20
gcp,serviceAccount:svc-backup-038@gov-gcp-prod.iam.gserviceaccount.com,svc-backup-038@service.gov.ae,2025-11-20
aws,arn:aws:iam::111122223333:role/svc-backup-039,svc-backup-039@service.gov.ae,2026-08-31
azure,svc-backup-039@service.gov.ae,svc-backup-039@service.gov.ae,2026-08-31
azure,svc-scanner-040@service.gov.ae,svc-scanner-040@service.gov.ae,2026-06-21
gcp,serviceAccount:svc-scanner-040@gov-gcp-prod.iam.gserviceaccount.com,svc-scanner-040@service.gov.ae,2026-06-21
aws,arn:aws:iam::111122223333:role/svc-reporting-041,svc-reporting-041@service.gov.ae,2026-09-07
azure,svc-reporting-041@service.gov.ae,svc-reporting-041@service.gov.ae,2026-09-07
azure,svc-backup-042@service.gov.ae,svc-backup-042@service.gov.ae,2026-08-26
gcp,serviceAccount:svc-backup-042@gov-gcp-prod.iam.gserviceaccount.com,svc-backup-042@service.gov.ae,2026-08-26
aws,arn:aws:iam::111122223333:role/svc-reporting-043,svc-reporting-043@service.gov.ae,2026-01-07
azure,svc-reporting-043@service.gov.ae,svc-reporting-043@service.gov.ae,2026-01-07
gcp,serviceAccount:svc-reporting-043@gov-gcp-prod.iam.gserviceaccount.com,svc-reporting-043@service.gov.ae,2026-01-07
aws,arn:aws:iam::111122223333:role/svc-monitoring-044,svc-monitoring-044@service.gov.ae,2026-01-29
gcp,serviceAccount:svc-monitoring-044@gov-gcp-prod.iam.gserviceaccount.com,svc-monitoring-044@service.gov.ae,2026-01-29
aws,arn:aws:iam::111122223333:role/svc-data-pipeline-045,svc-data-pipeline-045@service.gov.ae,2026-09-03
azure,svc-data-pipeline-045@service.gov.ae,svc-data-pipeline-045@service.gov.ae,2026-09-03
gcp,serviceAccount:svc-data-pipeline-045@gov-gcp-prod.iam.gserviceaccount.com,svc-data-pipeline-045@service.gov.ae,2026-09-03
aws,arn:aws:iam::111122223333:role/svc-data-pipeline-046,svc-data-pipeline-046@service.gov.ae,2026-07-14
azure,svc-data-pipeline-046@service.gov.ae,svc-data-pipeline-046@service.gov.ae,2026-07-14
gcp,serviceAccount:svc-data-pipeline-046@gov-gcp-prod.iam.gserviceaccount.com,svc-data-pipeline-046@service.gov.ae,2026-07-14
gcp,serviceAccount:svc-billing-sync-047@gov-gcp-prod.iam.gserviceaccount.com,svc-billing-sync-047@service.gov.ae,2026-08-13
azure,svc-ci-048@service.gov.ae,svc-ci-048@service.gov.ae,2025-12-03
gcp,serviceAccount:svc-ci-048@gov-gcp-prod.iam.gserviceaccount.com,svc-ci-048@service.gov.ae,2025-12-03
azure,svc-reporting-049@service.gov.ae,svc-reporting-049@service.gov.ae,2026-08-14
gcp,serviceAccount:svc-reporting-049@gov-gcp-prod.iam.gserviceaccount.com,svc-reporting-049@service.gov.ae,2026-08-14
gcp,serviceAccount:svc-vm-agent-050@gov-gcp-prod.iam.gserviceaccount.com,svc-vm-agent-050@service.gov.ae,2026-08-20
aws,arn:aws:iam::111122223333:role/svc-billing-sync-051,svc-billing-sync-051@service.gov.ae,2026-08-20
azure,svc-billing-sync-051@service.gov.ae,svc-billing-sync-051@service.gov.ae,2026-08-20
aws,arn:aws:iam::111122223333:role/svc-reporting-052,svc-reporting-052@service.gov.ae,2026-08-20
gcp,serviceAccount:svc-reporting-052@gov-gcp-prod.iam.gserviceaccount.com,svc-reporting-052@service.gov.ae,2026-08-20
aws,arn:aws:iam::111122223333:role/svc-ci-053,svc-ci-053@service.gov.ae,2026-06-25
azure,svc-ci-053@service.gov.ae,svc-ci-053@service.gov.ae,2026-06-25
gcp,serviceAccount:svc-ci-053@gov-gcp-prod.iam.gserviceaccount.com,svc-ci-053@service.gov.ae,2026-06-25
aws,arn:aws:iam::111122223333:role/svc-vm-agent-054,svc-vm-agent-054@service.gov.ae,2026-07-24
azure,svc-vm-agent-054@service.gov.ae,svc-vm-agent-054@service.gov.ae,2026-07-24
aws,arn:aws:iam::111122223333:role/svc-scanner-055,svc-scanner-055@service.gov.ae,2026-05-13
gcp,serviceAccount:svc-scanner-055@gov-gcp-prod.iam.gserviceaccount.com,svc-scanner-055@service.gov.ae,2026-05-13
aws,arn:aws:iam::111122223333:role/svc-data-pipeline-056,svc-data-pipeline-056@service.gov.ae,2026-07-06
azure,svc-data-pipeline-056@service.gov.ae,svc-data-pipeline-056@service.gov.ae,2026-07-06
gcp,serviceAccount:svc-data-pipeline-056@gov-gcp-prod.iam.gserviceaccount.com,svc-data-pipeline-056@service.gov.ae,2026-07-06
aws,arn:aws:iam::111122223333:role/svc-vm-agent-057,svc-vm-agent-057@service.gov.ae,2026-05-19
azure,svc-vm-agent-057@service.gov.ae,svc-vm-agent-057@service.gov.ae,2026-05-19
gcp,serviceAccount:svc-vm-agent-057@gov-gcp-prod.iam.gserviceaccount.com,svc-vm-agent-057@service.gov.ae,2026-05-19
aws,arn:aws:iam::111122223333:role/svc-reporting-058,svc-reporting-058@service.gov.ae,2026-08-12
azure,svc-reporting-058@service.gov.ae,svc-reporting-058@service.gov.ae,2026-08-12
gcp,serviceAccount:svc-reporting-058@gov-gcp-prod.iam.gserviceaccount.com,svc-reporting-058@service.gov.ae,2026-08-12
aws,arn:aws:iam::111122223333:role/svc-vm-agent-059,svc-vm-agent-059@service.gov.ae,2026-05-20
azure,svc-vm-agent-059@service.gov.ae,svc-vm-agent-059@service.gov.ae,2026-05-20
aws,arn:aws:iam::111122223333:role/svc-ci-060,svc-ci-060@service.gov.ae,2026-09-08
gcp,serviceAccount:svc-ci-060@gov-gcp-prod.iam.gserviceaccount.com,svc-ci-060@service.gov.ae,2026-09-08
azure,svc-vm-agent-061@service.gov.ae,svc-vm-agent-061@service.gov.ae,2026-07-27
gcp,serviceAccount:svc-vm-agent-061@gov-gcp-prod.iam.gserviceaccount.com,svc-vm-agent-061@service.gov.ae,2026-07-27
aws,arn:aws:iam::111122223333:role/svc-reporting-062,svc-reporting-062@service.gov.ae,2026-07-19
azure,svc-reporting-062@service.gov.ae,svc-reporting-062@service.gov.ae,2026-07-19
gcp,serviceAccount:svc-reporting-062@gov-gcp-prod.iam.gserviceaccount.com,svc-reporting-062@service.gov.ae,2026-07-19
aws,arn:aws:iam::111122223333:role/svc-monitoring-063,svc-monitoring-063@service.gov.ae,2026-09-03
azure,svc-monitoring-063@service.gov.ae,svc-monitoring-063@service.gov.ae,2026-09-03
aws,arn:aws:iam::111122223333:role/svc-monitoring-064,svc-monitoring-064@service.gov.ae,2026-08-21
azure,svc-monitoring-064@service.gov.ae,svc-monitoring-064@service.gov.ae,2026-08-21
gcp,serviceAccount:svc-monitoring-064@gov-gcp-prod.iam.gserviceaccount.com,svc-monitoring-064@service.gov.ae,2026-08-21
gcp,serviceAccount:svc-ci-065@gov-gcp-prod.iam.gserviceaccount.com,svc-ci-065@service.gov.ae,2026-02-14
aws,arn:aws:iam::111122223333:role/svc-scanner-066,svc-scanner-066@service.gov.ae,2026-07-10
azure,svc-scanner-066@service.gov.ae,svc-scanner-066@service.gov.ae,2026-07-10
gcp,serviceAccount:svc-scanner-066@gov-gcp-prod.iam.gserviceaccount.com,svc-scanner-066@service.gov.ae,2026-07-10
aws,arn:aws:iam::111122223333:role/svc-backup-067,svc-backup-067@service.gov.ae,2026-05-14
azure,svc-backup-067@service.gov.ae,svc-backup-067@service.gov.ae,2026-05-14
gcp,serviceAccount:svc-backup-067@gov-gcp-prod.iam.gserviceaccount.com,svc-backup-067@service.gov.ae,2026-05-14
aws,arn:aws:iam::111122223333:role/svc-vm-agent-068,svc-vm-agent-068@service.gov.ae,2026-08-23
azure,svc-vm-agent-068@service.gov.ae,svc-vm-agent-068@service.gov.ae,2026-08-23
gcp,serviceAccount:svc-vm-agent-068@gov-gcp-prod.iam.gserviceaccount.com,svc-vm-agent-068@service.gov.ae,2026-08-23
aws,arn:aws:iam::111122223333:role/svc-reporting-069,svc-reporting-069@service.gov.ae,2026-09-04
azure,svc-reporting-069@service.gov.ae,svc-reporting-069@service.gov.ae,2026-09-04
